Rk,Player,PTS,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,GmSc,BPM,+/-,Pos.,Player-additional
485,Stephen Curry,25,2024-01-24,35-316,GSW,,ATL,W 134-112,*,31,7,16,0.438,2,8,0.25,5,8,0.625,6,6,1.0,0.671,0,3,3,8,0,0,1,3,25,20.9,6.4,9,G,curryst01
486,Stephen Curry,25,2024-02-12,35-335,GSW,@,UTA,W 129-107,*,32,9,19,0.474,2,3,0.667,7,16,0.438,0,0,,0.658,0,6,6,10,3,1,1,1,25,26.4,19.1,30,G,curryst01
487,Stephen Curry,25,2024-03-01,35-353,GSW,@,TOR,W 120-105,*,30,9,22,0.409,2,7,0.286,7,15,0.467,0,0,,0.568,2,4,6,6,0,0,4,2,25,15.2,3.6,12,G,curryst01
488,Stephen Curry,25,2024-03-22,36-008,GSW,,IND,L 111-123,*,35,9,24,0.375,3,6,0.5,6,18,0.333,1,1,1.0,0.511,3,8,11,5,0,0,1,0,25,18.8,7.2,-13,G,curryst01
489,Stephen Curry,24,2010-02-17,21-340,GSW,,SAC,W 130-98,*,40,10,15,0.667,9,11,0.818,1,4,0.25,3,3,1.0,0.735,1,5,6,15,3,0,3,2,24,29.4,13.5,36,G,curryst01
490,Stephen Curry,24,2010-12-31,22-292,GSW,@,CHA,W 96-95,*,36,10,17,0.588,6,12,0.5,4,5,0.8,0,0,,0.706,0,1,1,3,1,0,3,3,24,15.3,2.8,6,G,curryst01
491,Stephen Curry,24,2011-03-13,22-364,GSW,,MIN,W 100-77,*,38,8,15,0.533,4,9,0.444,4,6,0.667,4,4,1.0,0.716,1,8,9,6,2,0,1,2,24,24.2,12.6,18,G,curryst01
492,Stephen Curry,24,2013-01-09,24-301,GSW,,MEM,L 87-94,*,41,10,22,0.455,6,14,0.429,4,8,0.5,0,1,0.0,0.535,1,3,4,4,2,0,4,2,24,13.8,1.9,-12,G,curryst01
493,Stephen Curry,24,2013-03-08,24-359,GSW,,HOU,L 88-94,*,43,8,21,0.381,5,13,0.385,3,8,0.375,5,7,0.714,0.498,1,4,5,8,1,0,1,5,24,17.2,7.4,-9,G,curryst01
494,Stephen Curry,24,2013-03-20,25-006,GSW,@,SAS,L 93-104,*,36,8,20,0.4,4,12,0.333,4,8,0.5,4,5,0.8,0.541,1,3,4,3,2,0,3,0,24,15.5,6.5,-12,G,curryst01
495,Stephen Curry,24,2013-04-09,25-026,GSW,,MIN,W 105-89,*,39,9,21,0.429,7,12,0.583,2,9,0.222,4,5,0.8,0.517,1,3,4,10,1,1,3,4,24,18.2,4.6,12,G,curryst01
496,Stephen Curry,24,2014-01-15,25-307,GSW,,DEN,L 116-123,*,40,7,19,0.368,3,6,0.5,4,13,0.308,6,7,0.857,0.543,0,5,5,7,0,0,2,4,24,15.9,-0.5,4,G,curryst01
497,Stephen Curry,24,2014-01-20,25-312,GSW,,IND,L 94-102,*,41,9,20,0.45,6,9,0.667,3,11,0.273,3,4,0.75,0.551,0,3,3,9,0,0,2,2,24,17.6,5.6,-4,G,curryst01
498,Stephen Curry,24,2014-04-10,26-027,GSW,,DEN,L 99-100,*,34,8,19,0.421,6,12,0.5,2,7,0.286,6,6,1.0,0.555,0,7,7,6,4,0,2,1,24,21.8,11.9,-3,G,curryst01
499,Stephen Curry,24,2014-10-29,26-229,GSW,@,SAC,W 95-77,*,37,7,17,0.412,5,8,0.625,2,9,0.222,8,9,0.889,0.573,1,9,10,5,6,0,4,5,24,21.4,13.4,20,G,curryst01
500,Stephen Curry,24,2015-03-21,27-007,GSW,,UTA,W 106-91,*,32,8,18,0.444,5,12,0.417,3,6,0.5,5,5,1.0,0.594,1,2,3,3,3,0,0,0,24,21.0,12.2,12,G,curryst01
501,Stephen Curry,24,2015-03-23,27-009,GSW,,WAS,W 107-76,*,28,8,14,0.571,3,6,0.5,5,8,0.625,3,3,1.0,0.783,1,4,5,6,2,0,2,1,24,23.1,22.9,30,G,curryst01
502,Stephen Curry,24,2015-04-05,27-022,GSW,@,SAS,L 92-107,*,30,9,17,0.529,4,7,0.571,5,10,0.5,1,2,0.5,0.671,0,4,4,6,1,0,4,2,24,16.9,11.3,-16,G,curryst01
503,Stephen Curry,24,2015-11-07,27-238,GSW,@,SAC,W 103-94,*,39,8,18,0.444,6,8,0.75,2,10,0.2,6,7,0.857,0.569,1,5,6,3,2,0,6,1,24,14.1,0.1,6,G,curryst01
504,Stephen Curry,24,2015-11-24,27-255,GSW,,LAL,W 111-77,*,30,10,21,0.476,6,9,0.667,4,12,0.333,0,0,,0.571,0,4,4,9,2,0,0,1,24,22.4,16.0,36,G,curryst01
505,Stephen Curry,24,2016-11-09,28-240,GSW,,DAL,W 116-95,*,31,8,12,0.667,4,4,1.0,4,8,0.5,4,4,1.0,0.872,0,3,3,6,1,0,5,1,24,19.5,8.5,17,G,curryst01
506,Stephen Curry,24,2016-11-25,28-256,GSW,@,LAL,W 109-85,*,36,8,17,0.471,4,7,0.571,4,10,0.4,4,4,1.0,0.64,2,3,5,5,3,0,3,1,24,20.7,7.9,14,G,curryst01
507,Stephen Curry,24,2017-01-10,28-302,GSW,,MIA,W 107-95,*,36,8,21,0.381,4,10,0.4,4,11,0.364,4,5,0.8,0.517,1,7,8,9,1,1,3,0,24,19.9,8.4,18,G,curryst01
508,Stephen Curry,24,2017-01-12,28-304,GSW,,DET,W 127-107,*,30,9,17,0.529,6,8,0.75,3,9,0.333,3,3,1.0,0.655,0,2,2,7,5,0,8,0,24,18.2,4.1,32,G,curryst01
509,Stephen Curry,24,2017-01-18,28-310,GSW,,OKC,W 121-100,*,34,9,19,0.474,7,13,0.538,2,6,0.333,4,4,1.0,0.578,0,4,4,8,3,0,3,0,24,21.1,6.4,19,G,curryst01
510,Stephen Curry,24,2017-01-20,28-312,GSW,@,HOU,W 125-108,*,33,8,18,0.444,3,7,0.429,5,11,0.455,3,5,0.6,0.594,0,1,1,7,1,0,1,1,24,18.6,6.1,15,G,curryst01
511,Stephen Curry,24,2017-03-06,28-357,GSW,@,ATL,W 119-111,*,35,8,20,0.4,2,5,0.4,6,15,0.4,2,3,0.667,0.563,1,3,4,9,0,0,2,4,24,17.1,1.5,5,G,curryst01
512,Stephen Curry,24,2017-03-31,29-017,GSW,,HOU,W 107-98,*,35,8,18,0.444,4,9,0.444,4,9,0.444,4,5,0.8,0.594,3,4,7,5,2,0,2,4,24,19.4,7.9,14,G,curryst01
513,Stephen Curry,24,2017-11-22,29-253,GSW,@,OKC,L 91-108,*,31,9,18,0.5,6,10,0.6,3,8,0.375,3,3,1.0,0.621,1,4,5,6,1,0,6,1,24,15.7,5.1,-17,G,curryst01
514,Stephen Curry,24,2018-01-13,29-305,GSW,@,TOR,W 127-125,*,34,6,12,0.5,4,5,0.8,2,7,0.286,10,12,0.833,0.694,0,6,6,9,1,0,1,3,24,24.1,7.6,-5,G,curryst01
515,Stephen Curry,24,2018-02-03,29-326,GSW,@,DEN,L 108-115,*,36,8,16,0.5,3,4,0.75,5,12,0.417,3,4,0.75,0.676,1,5,6,4,2,0,5,2,24,16.8,3.0,4,G,curryst01
516,Stephen Curry,24,2019-01-26,30-318,GSW,@,BOS,W 115-111,*,38,7,15,0.467,1,3,0.333,6,12,0.5,4,4,1.0,0.716,0,3,3,3,0,0,1,2,24,17.5,4.3,4,G,curryst01
517,Stephen Curry,24,2019-02-12,30-335,GSW,,UTA,W 115-108,*,36,8,19,0.421,3,5,0.6,5,14,0.357,3,3,1.0,0.591,0,5,5,4,4,2,2,3,24,20.4,8.1,5,G,curryst01
518,Stephen Curry,24,2019-02-27,30-350,GSW,@,MIA,L 125-126,*,34,9,20,0.45,5,6,0.833,4,14,0.286,2,3,0.667,0.563,1,5,6,4,0,0,3,1,24,14.8,-2.5,5,G,curryst01
519,Stephen Curry,24,2019-03-13,30-364,GSW,@,HOU,W 106-104,*,35,8,20,0.4,5,11,0.455,3,9,0.333,5,5,1.0,0.541,2,2,4,5,2,0,1,2,24,18.9,6.3,-3,G,curryst01
520,Stephen Curry,24,2021-01-23,32-315,GSW,@,UTA,L 108-127,*,27,9,18,0.5,4,8,0.5,5,10,0.5,1,2,0.5,0.636,0,7,7,7,0,0,1,2,24,19.8,10.9,-24,G,curryst01
521,Stephen Curry,24,2021-02-24,32-347,GSW,@,IND,W 111-107,*,36,7,21,0.333,6,10,0.6,1,11,0.091,9,10,0.9,0.472,1,7,8,8,2,0,4,2,24,17.3,1.5,7,G,curryst01
522,Stephen Curry,24,2021-11-14,33-245,GSW,@,CHO,L 102-106,*,36,7,22,0.318,4,9,0.444,3,13,0.231,7,7,1.0,0.478,1,5,6,10,3,1,3,2,24,20.5,9.8,14,G,curryst01
523,Stephen Curry,24,2022-02-12,33-335,GSW,,LAL,W 117-115,*,37,7,17,0.412,6,9,0.667,1,8,0.125,9,9,1.0,0.573,0,5,5,8,1,0,2,3,24,19.8,4.3,8,G,curryst01
524,Stephen Curry,24,2022-11-18,34-249,GSW,,NYK,W 111-101,*,34,9,19,0.474,4,6,0.667,5,13,0.385,1,3,0.333,0.591,0,6,6,10,2,0,5,2,24,18.5,9.1,18,G,curryst01
525,Stephen Curry,24,2023-01-10,34-302,GSW,,PHO,L 113-125,*,31,8,22,0.364,3,7,0.429,5,15,0.333,3,4,0.75,0.505,1,0,1,3,1,0,1,4,24,12.6,0.3,-19,G,curryst01
526,Stephen Curry,24,2023-10-29,35-229,GSW,@,HOU,W 106-95,*,31,6,16,0.375,0,2,0.0,6,14,0.429,6,6,1.0,0.644,1,6,7,6,0,1,1,1,24,21.2,13.7,-2,G,curryst01
527,Stephen Curry,24,2023-12-12,35-273,GSW,@,PHO,L 116-119,*,32,8,24,0.333,4,9,0.444,4,15,0.267,4,4,1.0,0.466,0,5,5,4,3,0,1,2,24,15.9,4.2,-15,G,curryst01
