Rk,Player,PTS,Date,Age,Team,Unnamed: 6,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS.1,GmSc,BPM,+/-,Pos.,Player-additional
1,Stephen Curry,62,2021-01-03,32-295,GSW,,POR,W 137-122,*,36,18,31,0.581,10,15,0.667,8,16,0.5,18,19,0.947,0.788,1,4,5,4,0,0,5,0,62,46.8,18.6,20,G,curryst01
2,Stephen Curry,60,2024-02-03,35-326,GSW,@,ATL,L 134-141 (OT),*,41,22,38,0.579,12,15,0.8,10,23,0.435,6,6,1.0,0.738,1,5,6,4,0,1,2,1,60,45.5,22.4,-1,G,curryst01
3,Stephen Curry,57,2021-02-06,32-329,GSW,@,DAL,L 132-134,*,37,19,31,0.613,8,12,0.667,11,19,0.579,8,8,1.0,0.826,0,2,2,5,1,0,3,3,57,43.8,18.3,7,G,curryst01
4,Stephen Curry,54,2013-02-27,24-350,GSW,@,NYK,L 105-109,*,48,18,28,0.643,7,15,0.467,11,13,0.846,7,7,1.0,0.869,0,6,6,7,3,0,4,3,54,46.1,23.0,-4,G,curryst01
5,Stephen Curry,53,2015-10-31,27-231,GSW,@,NOP,W 134-120,*,36,17,27,0.63,9,13,0.692,8,14,0.571,11,11,1.0,0.832,0,4,4,9,4,0,2,3,53,49.2,27.8,16,G,curryst01
6,Stephen Curry,53,2021-04-12,33-029,GSW,,DEN,W 116-107,*,36,14,24,0.583,4,6,0.667,10,18,0.556,15,16,0.938,0.854,0,6,6,4,0,0,5,3,53,39.8,20.9,16,G,curryst01
7,Stephen Curry,51,2015-02-04,26-327,GSW,,DAL,W 128-114,*,37,16,26,0.615,6,10,0.6,10,16,0.625,9,11,0.818,0.827,0,4,4,4,1,0,3,3,51,39.2,19.5,0,G,curryst01
8,Stephen Curry,51,2016-02-03,27-326,GSW,@,WAS,W 134-121,*,36,19,28,0.679,8,13,0.615,11,15,0.733,2,3,0.667,0.87,1,6,7,2,3,0,7,3,51,37.3,17.6,20,G,curryst01
9,Stephen Curry,51,2016-02-25,27-348,GSW,@,ORL,W 130-114,*,34,20,27,0.741,10,12,0.833,10,15,0.667,1,1,1.0,0.929,0,7,7,8,0,1,5,1,51,43.1,24.9,11,G,curryst01
10,Stephen Curry,51,2018-10-24,30-224,GSW,,WAS,W 144-122,*,32,15,24,0.625,4,8,0.5,11,16,0.688,10,10,1.0,0.898,0,4,4,3,0,1,2,1,51,41.8,23.0,19,G,curryst01
11,Stephen Curry,50,2021-11-08,33-239,GSW,,ATL,W 127-113,*,35,14,28,0.5,5,9,0.556,9,19,0.474,13,13,1.0,0.741,2,5,7,10,4,1,2,0,50,48.6,32.0,31,G,curryst01
12,Stephen Curry,50,2022-11-16,34-247,GSW,@,PHO,L 119-130,*,36,17,28,0.607,10,17,0.588,7,11,0.636,9,9,1.0,0.782,0,9,9,6,0,1,3,2,50,41.0,20.7,-14,G,curryst01
13,Stephen Curry,50,2023-03-15,35-001,GSW,@,LAC,L 126-134,*,39,20,28,0.714,12,14,0.857,8,14,0.571,2,4,0.5,0.84,0,2,2,6,2,0,2,1,50,42.0,22.6,-11,G,curryst01
14,Stephen Curry,49,2018-01-27,29-319,GSW,,BOS,W 109-105,*,37,16,24,0.667,8,11,0.727,8,13,0.615,9,10,0.9,0.863,0,4,4,5,2,0,1,2,49,43.1,30.7,6,G,curryst01
15,Stephen Curry,49,2021-04-19,33-036,GSW,@,PHI,W 107-96,*,37,14,28,0.5,4,11,0.364,10,17,0.588,11,12,0.917,0.736,0,3,3,5,0,0,6,2,49,32.2,19.1,11,G,curryst01
16,Stephen Curry,49,2021-05-08,33-055,GSW,,OKC,W 136-97,*,29,14,26,0.538,3,5,0.6,11,21,0.524,10,10,1.0,0.806,0,5,5,2,1,0,1,2,49,38.5,18.4,31,G,curryst01
17,Stephen Curry,48,2019-01-13,30-305,GSW,@,DAL,W 119-114,*,37,17,32,0.531,6,13,0.462,11,19,0.579,3,3,1.0,0.72,3,3,6,5,1,2,0,5,48,39.3,26.6,9,G,curryst01
18,Stephen Curry,47,2013-04-12,25-029,GSW,@,LAL,L 116-118,*,44,17,31,0.548,8,16,0.5,9,15,0.6,4,4,1.0,0.717,3,3,6,9,3,0,1,3,47,42.2,24.4,3,G,curryst01
19,Stephen Curry,47,2014-04-13,26-030,GSW,@,POR,L 117-119 (OT),*,45,16,29,0.552,9,15,0.6,7,14,0.5,8,8,1.0,0.723,1,0,1,5,4,0,4,3,47,36.1,16.7,6,G,curryst01
20,Stephen Curry,47,2021-04-17,33-034,GSW,@,BOS,L 114-119,*,37,15,27,0.556,4,8,0.5,11,19,0.579,6,8,0.75,0.77,0,7,7,3,0,0,5,2,47,31.7,13.7,-7,G,curryst01
21,Stephen Curry,47,2022-03-14,34-000,GSW,,WAS,W 126-112,*,35,16,25,0.64,9,11,0.818,7,14,0.5,8,8,1.0,0.824,0,6,6,6,1,0,2,1,47,40.5,20.9,17,G,curryst01
22,Stephen Curry,47,2022-11-07,34-238,GSW,,SAC,W 116-113,*,38,17,24,0.708,10,12,0.833,7,12,0.583,6,7,0.857,0.868,0,8,8,8,0,0,0,2,47,43.8,26.9,20,G,curryst01
23,Stephen Curry,46,2015-11-12,27-243,GSW,@,MIN,W 129-116,*,38,15,25,0.6,7,12,0.583,8,13,0.615,8,8,1.0,0.806,0,5,5,4,2,0,3,3,46,36.6,13.9,21,G,curryst01
24,Stephen Curry,46,2016-02-27,27-350,GSW,@,OKC,W 121-118 (OT),*,38,14,24,0.583,2,8,0.25,12,16,0.75,6,8,0.75,0.836,0,3,3,6,2,0,3,1,46,37.7,25.9,6,G,curryst01
25,Stephen Curry,46,2016-04-13,28-030,GSW,,MEM,W 125-104,*,30,15,24,0.625,5,5,1.0,10,19,0.526,6,6,1.0,0.863,1,3,4,6,2,0,2,2,46,40.2,29.9,19,G,curryst01
26,Stephen Curry,46,2016-11-07,28-238,GSW,,NOP,W 116-106,*,36,16,26,0.615,3,9,0.333,13,17,0.765,1,2,0.5,0.856,3,2,5,5,2,0,4,2,46,37.2,24.6,7,G,curryst01
27,Stephen Curry,46,2021-05-16,33-063,GSW,,MEM,W 113-101,*,40,16,36,0.444,7,14,0.5,9,22,0.409,5,6,0.833,0.595,1,6,7,9,1,1,7,2,46,29.5,10.0,14,G,curryst01
28,Stephen Curry,46,2021-12-23,33-284,GSW,,MEM,W 113-104,*,37,13,22,0.591,5,8,0.625,8,14,0.571,12,12,1.0,0.843,0,4,4,4,2,0,3,1,46,38.4,20.6,15,G,curryst01
29,Stephen Curry,46,2024-01-27,35-319,GSW,,LAL,L 144-145 (2OT),*,43,17,35,0.486,8,14,0.571,9,21,0.429,3,3,1.0,0.633,0,3,3,7,1,0,4,4,46,29.5,8.5,-2,G,curryst01
30,Stephen Curry,45,2015-04-09,27-026,GSW,,POR,W 116-105,*,35,17,23,0.739,9,10,0.9,8,13,0.615,3,3,1.0,0.925,1,1,2,10,0,0,4,2,45,38.9,25.5,21,G,curryst01
31,Stephen Curry,45,2018-01-06,29-298,GSW,@,LAC,W 121-105,*,30,11,21,0.524,3,5,0.6,8,16,0.5,15,16,0.938,0.802,2,4,6,3,3,0,2,2,45,39.2,28.8,28,G,curryst01
32,Stephen Curry,45,2021-10-21,33-221,GSW,,LAC,W 115-113,*,38,16,25,0.64,8,12,0.667,8,13,0.615,5,5,1.0,0.827,0,10,10,1,1,1,6,2,45,32.5,13.8,-2,G,curryst01
33,Stephen Curry,44,2014-01-31,25-323,GSW,@,UTA,W 95-90,*,38,14,26,0.538,6,13,0.462,8,13,0.615,8,9,0.889,0.734,0,2,2,4,0,0,2,0,44,32.4,22.8,15,G,curryst01
34,Stephen Curry,44,2015-12-05,27-266,GSW,@,TOR,W 112-109,*,38,14,24,0.583,5,9,0.556,9,15,0.6,7,9,0.778,0.787,1,1,2,7,0,0,3,4,44,33.3,18.8,15,G,curryst01
35,Stephen Curry,44,2018-02-22,29-345,GSW,,LAC,W 134-127,*,37,14,19,0.737,6,8,0.75,8,11,0.727,8,8,1.0,0.977,1,5,6,10,2,0,4,4,44,41.9,20.5,8,G,curryst01
36,Stephen Curry,43,2013-12-09,25-270,GSW,@,CHA,L 111-115,*,46,14,32,0.438,9,16,0.563,5,16,0.313,10,12,0.833,0.577,1,5,6,9,0,2,4,4,43,29.7,8.4,3,G,curryst01
37,Stephen Curry,43,2017-01-28,28-320,GSW,,LAC,W 144-98,*,29,15,23,0.652,6,8,0.75,9,15,0.6,4,4,1.0,0.868,0,9,9,6,0,0,2,1,43,37.4,23.7,42,G,curryst01
38,Stephen Curry,42,2010-04-14,22-031,GSW,@,POR,W 122-116,*,48,13,25,0.52,9,19,0.474,4,6,0.667,12,12,1.0,0.694,3,6,9,8,2,1,2,0,42,39.9,11.8,6,G,curryst01
39,Stephen Curry,42,2016-02-24,27-347,GSW,@,MIA,W 118-112,*,36,14,29,0.483,8,17,0.471,6,12,0.5,8,8,1.0,0.646,3,4,7,7,1,1,7,0,42,30.2,14.6,7,G,curryst01
40,Stephen Curry,42,2017-04-02,29-019,GSW,,WAS,W 139-115,*,36,15,22,0.682,6,8,0.75,9,14,0.643,3,3,1.0,0.901,0,1,1,8,1,0,1,3,42,37.3,19.7,26,G,curryst01
41,Stephen Curry,42,2017-04-05,29-022,GSW,@,PHO,W 120-111,*,35,15,25,0.6,7,13,0.538,8,12,0.667,4,7,0.571,0.748,0,4,4,11,2,2,3,0,42,38.6,23.7,25,G,curryst01
42,Stephen Curry,42,2018-12-05,30-266,GSW,@,CLE,W 129-105,*,34,11,20,0.55,2,6,0.333,9,14,0.643,11,12,0.917,0.831,0,9,9,7,1,0,2,1,42,38.2,22.1,22,G,curryst01
43,Stephen Curry,42,2018-12-23,30-284,GSW,,LAC,W 129-127,*,36,12,22,0.545,6,7,0.857,6,15,0.4,12,13,0.923,0.758,3,3,6,2,1,0,0,4,42,34.8,16.0,8,G,curryst01
44,Stephen Curry,42,2019-01-05,30-297,GSW,@,SAC,W 127-123,*,38,14,26,0.538,4,6,0.667,10,20,0.5,4,4,1.0,0.756,0,5,5,2,2,0,6,2,42,27.5,7.2,12,G,curryst01
45,Stephen Curry,42,2021-04-14,33-031,GSW,@,OKC,W 147-109,*,29,14,20,0.7,3,4,0.75,11,16,0.688,3,3,1.0,0.985,0,6,6,8,0,0,0,3,42,39.8,28.0,31,G,curryst01
46,Stephen Curry,42,2023-10-30,35-230,GSW,@,NOP,W 130-102,*,30,15,22,0.682,8,9,0.889,7,13,0.538,5,7,0.714,0.837,0,5,5,5,2,0,3,1,42,35.4,28.0,13,G,curryst01
47,Stephen Curry,42,2024-02-08,35-331,GSW,@,IND,W 131-109,*,30,15,22,0.682,4,6,0.667,11,16,0.688,1,2,0.5,0.918,0,2,2,2,0,1,2,2,42,32.1,23.0,13,G,curryst01
48,Stephen Curry,41,2015-11-27,27-258,GSW,@,PHO,W 135-116,*,31,11,20,0.55,2,4,0.5,9,16,0.563,10,11,0.909,0.825,1,5,6,8,2,0,6,2,41,34.0,17.5,27,G,curryst01
49,Stephen Curry,41,2016-03-07,27-359,GSW,,ORL,W 119-113,*,37,14,24,0.583,7,11,0.636,7,13,0.538,6,6,1.0,0.77,1,12,13,3,4,0,5,3,41,34.0,14.6,21,G,curryst01
50,Stephen Curry,41,2019-01-16,30-308,GSW,,NOP,W 147-140,*,35,11,22,0.5,2,5,0.4,9,17,0.529,10,10,1.0,0.777,1,4,5,3,1,0,2,3,41,31.8,11.0,20,G,curryst01
51,Stephen Curry,41,2019-01-31,30-323,GSW,,PHI,L 104-113,*,38,14,27,0.519,4,9,0.444,10,18,0.556,3,4,0.75,0.713,1,3,4,6,1,0,6,1,41,27.7,12.6,-6,G,curryst01
52,Stephen Curry,41,2021-04-06,33-023,GSW,,MIL,W 122-121,*,38,14,21,0.667,9,11,0.818,5,10,0.5,8,9,0.889,0.821,2,4,6,4,0,0,4,2,41,32.1,11.4,3,G,curryst01
53,Stephen Curry,41,2021-05-03,33-050,GSW,@,NOP,W 123-108,*,35,14,26,0.538,6,8,0.75,8,18,0.444,5,6,0.833,0.716,0,4,4,8,1,0,4,5,41,29.8,11.6,19,G,curryst01
54,Stephen Curry,41,2023-01-16,34-308,GSW,@,WAS,W 127-118,*,38,12,28,0.429,6,13,0.462,6,15,0.4,11,12,0.917,0.616,1,6,7,2,0,0,4,1,41,25.3,1.5,14,G,curryst01
55,Stephen Curry,41,2023-10-27,35-227,GSW,@,SAC,W 122-114,*,35,14,19,0.737,7,9,0.778,7,10,0.7,6,6,1.0,0.947,1,3,4,4,2,0,4,0,41,35.7,18.9,10,G,curryst01
56,Stephen Curry,41,2024-02-14,35-337,GSW,,LAC,L 125-130,*,35,15,31,0.484,6,12,0.5,9,19,0.474,2,2,1.0,0.643,1,3,4,5,0,0,4,3,41,25.2,7.9,-6,G,curryst01
57,Stephen Curry,40,2014-11-25,26-256,GSW,@,MIA,W 114-97,*,37,12,19,0.632,4,8,0.5,8,11,0.727,8,9,0.889,0.871,0,6,6,7,3,1,2,2,40,38.7,25.9,28,G,curryst01
58,Stephen Curry,40,2015-10-27,27-227,GSW,,NOP,W 111-95,*,36,14,26,0.538,9,14,0.643,5,12,0.417,7,7,1.0,0.688,3,3,6,7,2,0,2,1,40,34.9,24.6,12,G,curryst01
59,Stephen Curry,40,2015-11-19,27-250,GSW,@,LAC,W 124-117,*,37,11,22,0.5,5,8,0.625,6,14,0.429,12,12,1.0,0.733,0,11,11,4,3,0,7,2,40,30.3,7.7,12,G,curryst01
60,Stephen Curry,40,2015-12-02,27-263,GSW,@,CHO,W 116-99,*,31,14,18,0.778,6,7,0.857,8,11,0.727,4,4,1.0,1.012,0,3,3,5,0,0,5,2,40,31.6,23.1,19,G,curryst01
61,Stephen Curry,40,2017-01-06,28-298,GSW,,MEM,L 119-128 (OT),*,42,15,27,0.556,10,14,0.714,5,13,0.385,5,5,1.0,0.685,0,3,3,6,1,1,4,2,40,29.1,11.0,-10,G,curryst01
62,Stephen Curry,40,2019-04-05,31-022,GSW,,CLE,W 120-114,*,36,12,21,0.571,3,9,0.333,9,12,0.75,7,7,1.0,0.831,1,5,6,7,0,1,4,1,40,33.5,16.4,5,G,curryst01
63,Stephen Curry,40,2021-02-11,32-334,GSW,,ORL,W 111-105,*,37,14,26,0.538,4,7,0.571,10,19,0.526,2,2,1.0,0.744,0,8,8,5,4,0,6,1,40,30.9,16.4,16,G,curryst01
64,Stephen Curry,40,2021-11-12,33-243,GSW,,CHI,W 119-93,*,34,15,24,0.625,6,7,0.857,9,17,0.529,1,1,1.0,0.818,0,4,4,5,1,1,6,1,40,29.2,18.3,31,G,curryst01
65,Stephen Curry,40,2021-11-18,33-249,GSW,@,CLE,W 104-89,*,35,15,27,0.556,6,11,0.545,9,16,0.563,1,1,1.0,0.729,0,4,4,6,2,0,3,4,40,29.9,17.8,8,G,curryst01
66,Stephen Curry,40,2022-01-31,33-323,GSW,@,HOU,W 122-108,*,38,13,23,0.565,6,9,0.667,7,14,0.5,7,8,0.875,0.754,0,5,5,9,1,1,1,0,40,37.2,17.9,18,G,curryst01
67,Stephen Curry,40,2022-11-11,34-242,GSW,,CLE,W 106-101,*,34,15,23,0.652,9,12,0.75,6,11,0.545,4,6,0.667,0.78,0,4,4,5,1,0,2,4,40,31.2,20.5,7,G,curryst01
68,Stephen Curry,40,2023-03-07,34-358,GSW,@,OKC,L 128-137,*,35,14,23,0.609,4,7,0.571,10,16,0.625,2,2,1.0,0.838,1,5,6,7,0,0,6,4,40,29.0,10.1,-2,G,curryst01
69,Stephen Curry,39,2010-12-05,22-266,GSW,@,OKC,L 109-114,*,46,14,20,0.7,10,13,0.769,4,7,0.571,7,7,1.0,0.845,0,1,1,6,2,1,5,5,39,30.8,13.1,-9,G,curryst01
70,Stephen Curry,39,2013-03-30,25-016,GSW,,POR,W 125-98,*,37,14,22,0.636,7,10,0.7,7,12,0.583,4,4,1.0,0.821,2,3,5,6,1,0,3,2,39,32.9,17.5,15,G,curryst01
71,Stephen Curry,39,2016-01-22,27-314,GSW,,IND,W 122-110,*,37,11,19,0.579,3,4,0.75,8,15,0.533,9,9,1.0,0.849,2,8,10,12,1,0,2,1,39,40.9,26.6,22,G,curryst01
72,Stephen Curry,39,2016-04-03,28-020,GSW,,POR,W 136-111,*,35,13,21,0.619,4,8,0.5,9,13,0.692,4,4,1.0,0.857,2,4,6,7,2,1,4,2,39,34.9,21.3,16,G,curryst01
73,Stephen Curry,39,2017-02-01,28-324,GSW,,CHO,W 126-111,*,30,14,20,0.7,3,5,0.6,11,15,0.733,0,0,,0.975,1,4,5,8,3,0,1,2,39,39.3,34.1,25,G,curryst01
74,Stephen Curry,39,2017-11-19,29-250,GSW,@,BRK,W 118-111,*,33,14,24,0.583,10,14,0.714,4,10,0.4,7,8,0.875,0.709,3,8,11,7,3,0,7,6,39,30.4,11.2,4,G,curryst01
75,Stephen Curry,39,2022-01-20,33-312,GSW,,IND,L 117-121 (OT),*,44,12,27,0.444,6,11,0.545,6,16,0.375,9,9,1.0,0.63,0,5,5,8,1,0,2,3,39,29.8,10.1,-4,G,curryst01
76,Stephen Curry,39,2022-11-03,34-234,GSW,@,ORL,L 129-130,*,38,13,22,0.591,5,7,0.714,8,15,0.533,5,5,1.0,0.806,1,2,3,9,0,0,5,3,39,30.2,12.1,4,G,curryst01
77,Stephen Curry,39,2023-03-28,35-014,GSW,,NOP,W 120-109,*,37,14,25,0.56,6,10,0.6,8,15,0.533,3,4,0.75,0.729,2,6,8,8,3,0,4,0,39,34.5,17.7,12,G,curryst01
78,Stephen Curry,38,2013-02-26,24-349,GSW,@,IND,L 97-108,*,37,14,20,0.7,7,10,0.7,7,10,0.7,3,4,0.75,0.873,0,2,2,4,3,1,6,3,38,29.1,19.8,-12,G,curryst01
79,Stephen Curry,38,2013-10-31,25-231,GSW,@,LAC,L 115-126,*,38,14,23,0.609,5,9,0.556,9,14,0.643,1,1,1.0,0.811,0,3,3,9,0,0,11,3,38,22.5,7.2,-8,G,curryst01
80,Stephen Curry,38,2014-01-26,25-318,GSW,,POR,W 103-88,*,35,13,23,0.565,8,15,0.533,5,8,0.625,7,10,0.7,0.693,1,6,7,8,2,0,2,1,38,33.6,25.7,12,G,curryst01
81,Stephen Curry,38,2015-03-27,27-013,GSW,@,MEM,W 107-84,*,34,12,22,0.545,4,10,0.4,8,12,0.667,6,6,1.0,0.771,1,2,3,10,3,1,4,3,38,34.2,29.5,26,G,curryst01
82,Stephen Curry,38,2015-12-11,27-272,GSW,@,BOS,W 124-119 (2OT),*,47,9,27,0.333,3,14,0.214,6,13,0.462,14,14,1.0,0.573,3,8,11,8,2,0,8,4,38,25.2,7.2,15,G,curryst01
83,Stephen Curry,38,2016-01-09,27-301,GSW,@,SAC,W 128-116,*,38,12,21,0.571,4,7,0.571,8,14,0.571,6,7,0.857,0.789,1,5,6,11,1,1,4,3,38,34.1,15.2,16,G,curryst01
84,Stephen Curry,38,2016-01-13,27-305,GSW,@,DEN,L 110-112,*,40,13,25,0.52,8,13,0.615,5,12,0.417,7,7,1.0,0.677,2,3,5,9,3,1,8,1,38,29.6,11.9,-4,G,curryst01
85,Stephen Curry,38,2016-01-16,27-308,GSW,@,DET,L 95-113,*,37,13,26,0.5,6,11,0.545,7,15,0.467,5,6,0.833,0.663,1,6,7,5,2,0,2,1,38,30.2,21.8,2,G,curryst01
86,Stephen Curry,38,2017-12-30,29-291,GSW,,MEM,W 141-128,*,26,13,17,0.765,3,4,0.75,10,13,0.769,2,2,1.0,1.063,0,4,4,3,0,0,0,2,38,33.8,28.3,21,G,curryst01
87,Stephen Curry,38,2018-12-10,30-271,GSW,,MIN,W 116-108,*,36,12,23,0.522,5,9,0.556,7,14,0.5,7,7,1.0,0.729,1,6,7,6,2,1,2,1,38,33.7,22.7,9,G,curryst01
88,Stephen Curry,38,2019-01-24,30-316,GSW,@,WAS,W 126-118,*,35,14,24,0.583,12,16,0.75,2,8,0.25,8,8,1.0,0.69,0,4,4,3,0,1,3,2,38,27.0,4.3,13,G,curryst01
89,Stephen Curry,38,2021-01-08,32-300,GSW,,LAC,W 115-105,*,36,13,24,0.542,4,10,0.4,9,14,0.643,3,3,1.0,0.75,0,2,2,11,3,0,2,3,38,34.5,24.1,13,G,curryst01
90,Stephen Curry,38,2021-02-02,32-325,GSW,,BOS,L 107-111,*,38,12,21,0.571,5,7,0.714,7,14,0.5,7,7,1.0,0.789,0,11,11,8,3,0,3,0,38,37.0,21.8,4,G,curryst01
91,Stephen Curry,38,2021-04-10,33-027,GSW,,HOU,W 125-109,*,35,13,21,0.619,5,6,0.833,8,15,0.533,4,4,1.0,0.835,0,8,8,5,1,0,5,3,38,29.2,11.8,7,G,curryst01
92,Stephen Curry,38,2022-12-14,34-275,GSW,@,IND,L 119-125,*,30,11,19,0.579,6,9,0.667,5,10,0.5,11,11,1.0,0.797,1,6,7,7,2,1,3,2,38,35.4,25.4,-6,G,curryst01
93,Stephen Curry,38,2023-01-30,34-322,GSW,@,OKC,W 128-120,*,37,12,20,0.6,4,6,0.667,8,14,0.571,6,6,1.0,0.839,1,7,8,12,0,1,4,0,38,36.7,19.0,17,G,curryst01
94,Stephen Curry,38,2023-11-12,35-243,GSW,,MIN,L 110-116,*,36,11,25,0.44,6,12,0.5,5,13,0.385,11,12,0.917,0.627,1,4,5,3,1,0,5,2,38,23.7,10.2,-4,G,curryst01
95,Stephen Curry,37,2014-01-17,25-309,GSW,@,OKC,L 121-127,*,38,11,18,0.611,5,8,0.625,6,10,0.6,9,11,0.818,0.81,2,1,3,11,3,0,7,2,37,32.6,17.1,-10,G,curryst01
96,Stephen Curry,37,2014-03-16,26-002,GSW,@,POR,W 113-112,*,40,11,24,0.458,5,12,0.417,6,12,0.5,9,9,1.0,0.662,0,4,4,5,1,0,5,4,37,23.7,6.8,-5,G,curryst01
97,Stephen Curry,37,2015-03-01,26-352,GSW,@,BOS,W 106-101,*,38,14,22,0.636,9,14,0.643,5,8,0.625,4,4,1.0,0.779,0,4,4,5,1,0,5,1,37,27.5,14.7,8,G,curryst01
98,Stephen Curry,37,2015-11-17,27-248,GSW,,TOR,W 115-110,*,40,13,23,0.565,8,13,0.615,5,10,0.5,6,7,0.857,0.709,0,2,2,9,2,0,7,1,37,27.2,9.6,11,G,curryst01
99,Stephen Curry,37,2016-01-25,27-317,GSW,,SAS,W 120-90,*,28,12,20,0.6,6,11,0.545,6,9,0.667,7,7,1.0,0.802,1,1,2,3,5,0,1,0,37,34.9,32.6,23,G,curryst01
100,Stephen Curry,37,2016-04-10,28-027,GSW,@,SAS,W 92-86,*,35,13,22,0.591,9,13,0.692,4,9,0.444,7,7,1.0,0.738,0,5,5,5,2,0,4,4,37,28.2,20.0,7,G,curryst01
101,Stephen Curry,37,2017-10-21,29-221,GSW,@,MEM,L 101-111,*,30,9,17,0.529,3,6,0.5,6,11,0.545,13,13,1.0,0.814,0,6,6,3,0,0,2,5,37,28.6,19.3,-6,G,curryst01
102,Stephen Curry,37,2018-10-31,30-231,GSW,,NOP,W 131-121,*,37,12,20,0.6,5,9,0.556,7,11,0.636,6,7,0.857,0.802,0,2,2,9,2,0,5,3,37,30.1,12.7,19,G,curryst01
103,Stephen Curry,37,2019-03-29,31-015,GSW,@,MIN,L 130-131 (OT),*,42,13,25,0.52,2,6,0.333,11,19,0.579,0,0,,0.74,0,3,3,5,2,0,2,2,37,28.3,12.7,5,G,curryst01
104,Stephen Curry,37,2021-02-23,32-346,GSW,@,NYK,W 114-106,*,37,9,22,0.409,2,8,0.25,7,14,0.5,12,12,1.0,0.678,0,6,6,6,2,0,2,1,37,30.8,14.5,19,G,curryst01
105,Stephen Curry,37,2021-04-04,33-021,GSW,@,ATL,L 111-117,*,37,12,23,0.522,9,11,0.818,3,12,0.25,10,12,0.833,0.654,1,4,5,2,2,1,8,0,37,22.9,4.5,8,G,curryst01
106,Stephen Curry,37,2021-04-25,33-042,GSW,,SAC,W 117-113,*,38,11,21,0.524,4,7,0.571,7,14,0.5,8,11,0.727,0.716,0,7,7,4,1,1,7,1,37,24.7,8.8,7,G,curryst01
107,Stephen Curry,37,2021-04-29,33-046,GSW,@,MIN,L 114-126,*,37,11,27,0.407,5,10,0.5,6,17,0.353,9,9,1.0,0.598,1,5,6,8,2,0,3,4,37,27.7,6.0,-10,G,curryst01
108,Stephen Curry,37,2021-05-04,33-051,GSW,@,NOP,L 103-108,*,37,13,31,0.419,5,11,0.455,8,20,0.4,3,3,1.0,0.572,2,7,9,2,3,0,4,2,37,23.6,9.7,-9,G,curryst01
109,Stephen Curry,37,2021-11-16,33-247,GSW,@,BRK,W 117-99,*,29,12,19,0.632,3,5,0.6,9,14,0.643,4,4,1.0,0.891,0,7,7,5,2,1,2,4,37,33.2,31.1,16,G,curryst01
110,Stephen Curry,37,2023-12-16,35-277,GSW,,BRK,W 124-120,*,35,14,22,0.636,8,14,0.571,6,8,0.75,3,3,1.0,0.793,0,3,3,1,0,3,3,1,37,27.5,11.5,7,G,curryst01
111,Stephen Curry,37,2024-01-30,35-322,GSW,,PHI,W 119-107,*,35,12,17,0.706,4,4,1.0,8,13,0.615,5,5,1.0,0.964,1,7,8,7,0,1,5,2,37,32.5,17.8,26,G,curryst01
112,Stephen Curry,37,2024-11-12,36-243,GSW,,DAL,W 120-117,*,35,14,27,0.519,9,15,0.6,5,12,0.417,4,5,0.8,0.634,0,6,6,9,1,2,4,2,37,29.0,13.8,24,G,curryst01
113,Stephen Curry,36,2010-02-10,21-333,GSW,,LAC,W 132-102,*,46,11,22,0.5,4,11,0.364,7,11,0.636,7,8,0.875,0.705,0,10,10,13,3,0,6,4,36,32.1,6.9,35,G,curryst01
114,Stephen Curry,36,2012-02-09,23-332,GSW,@,DEN,W 109-101,*,36,13,17,0.765,7,8,0.875,6,9,0.667,4,7,0.571,0.896,0,7,7,7,0,2,1,3,36,34.3,21.7,15,G,curryst01
115,Stephen Curry,36,2012-02-18,23-341,GSW,@,MEM,L 103-104,*,40,13,21,0.619,7,12,0.583,6,9,0.667,4,4,1.0,0.791,1,1,2,6,2,0,2,5,36,29.7,17.9,9,G,curryst01
116,Stephen Curry,36,2013-12-01,25-262,GSW,@,SAC,W 115-113,*,40,14,24,0.583,9,16,0.563,5,8,0.625,3,3,1.0,0.711,0,2,2,10,3,1,7,1,36,28.7,10.0,1,G,curryst01
117,Stephen Curry,36,2014-01-02,25-294,GSW,@,MIA,W 123-114,*,44,13,22,0.591,5,7,0.714,8,15,0.533,2,3,0.667,0.772,0,2,2,12,2,0,4,4,36,30.8,12.1,16,G,curryst01
118,Stephen Curry,36,2015-03-09,26-360,GSW,@,PHO,W 98-80,*,36,14,24,0.583,7,11,0.636,7,13,0.538,1,2,0.5,0.723,3,3,6,5,4,0,4,3,36,29.7,23.8,23,G,curryst01
119,Stephen Curry,36,2016-02-22,27-345,GSW,@,ATL,W 102-92,*,36,14,22,0.636,9,11,0.818,5,11,0.455,3,3,1.0,0.772,1,5,6,8,3,0,2,2,36,34.2,22.5,13,G,curryst01
120,Stephen Curry,36,2019-02-21,30-344,GSW,,SAC,W 125-123,*,36,12,23,0.522,2,7,0.286,10,16,0.625,2,2,1.0,0.754,0,6,6,7,2,0,3,1,36,30.0,15.2,6,G,curryst01
121,Stephen Curry,36,2019-03-19,31-005,GSW,@,MIN,W 117-107,*,33,12,21,0.571,4,7,0.571,8,14,0.571,4,5,0.8,0.776,1,2,3,5,2,0,2,1,36,30.1,18.3,15,G,curryst01
